# ps1 function ↔ bootstrap.sh 등가 대조표 (TICKET=mac-parity-t1-core · 2026-09-16 · 계약 master#92224011)
# 칸 = ps1함수<TAB>sh함수<TAB>상태<TAB>사유 · 상태 = sh(등가 실재) | na(OS 상 해당 없음 · 사유 필수)
# ps1 = bootstrap.ps1 @5a1cd67 · 행 순서 = ps1 파일 순서
# ⚠「# todo」 줄 = 아직 이식하지 않은 함수(표에 행이 없으므로 checks 대조 축은 붉다 — 거짓 초록을 만들지 않으려고 상태를 지어내지 않았다)
#   괄호 안 = 맡은 티켓 제안(T1 = 설치 단계 · T2 = 전송·증거·캡처)
Send-EvidenceEvent	evidence_event_send	sh	같은 칸 순서 · → EV_SEQ·EV_TOKEN · 글이 없으면 text 칸 자체를 뺌
Send-EvidenceImage	evidence_image_send	sh	같은 일 · 토큰은 600 머리글 파일로(명령줄에 안 보임) · 429 image_cap 이면 멈춤
Send-EvidenceImages	evidence_images_send	sh	같은 일 · 보낸 그림은 지우고 못 보낸 그림은 작업 폴더에 남김
Get-DefaultEvidenceKinds	evidence_images_send	sh	기본 종류 = 설치 창 하나(evidence_once 가 installer_window 로 부름) · 맥 로그인은 별도 창이 없어 login_window 없음
Receive-CaptureRequest	capture_receive	sh	같은 일 · 모르는 종류만 건너뜀 · 서명 검사 안 함(ps1 같음)
Invoke-CaptureRequested	capture_requested_run	sh	같은 일 · 1회성 · 부르는 자리 = 5~8/10 고리(ps1 5697)·원격 해결 폴링
Send-CaptureEvidence	capture_evidence	sh	이유×단계 한 번 캡처 증거 · 서버 전송(머리 = 마스킹한 「[이유] 사유」 400B) · T2 가 기존 파일 전용판을 대체
Get-PostInstallText	post_install_evidence	sh	master 화면 끝 40줄+훅 오류 수 · 마스킹 뒤 서버 증거(post-install)
Send-PostInstallEvidence	post_install_evidence	sh	[10/10] 끝 증거 한 번 · seat=master · hook_errors · app_window 그림(권한 있을 때)
Get-FileBytesCapped	file_tail_capped	sh	같은 일(파일 끝 N바이트)
Get-ProcTreeBytes	proc_tree_file	sh	같은 일(ps -axo + awk 트리)
Send-Attachment	help_attach	sh	같은 일 · remote_help_http 첨부에도 출처 머리글(ps1 4233)
Send-FailAttachments	help_fail_attachments	sh	같은 순서 · console_text·login_window_png 는 맥에 없어 까닭 한 줄씩 기록
Disable-ConsoleQuickEdit	-	na	윈도우 콘솔 「빠른 편집」(클릭 시 출력 정지) 끄기 — 맥 터미널에는 해당 모드가 없음
Restore-ConsoleQuickEdit	-	na	윈도우 콘솔 빠른 편집 되돌리기 — 맥 터미널에는 해당 개념 없음
